"city","id","host_is_superhost","host_since","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","extra_people","minimum_nights","maximum_nights","has_availability","number_of_reviews","review_scores_rating","review_scores_accuracy","cancellation_policy","reviews_per_month","zipcode","gdp","text","word_count","sd","ave_sentiment","doc_id","ADJ","ADP","ADV","AUX","CCONJ","DET","INTJ","NOUN","NUM","PART","PRON","PROPN","PUNCT","SCONJ","SYM","VERB","X"
"New York",5281430,FALSE,2015-06-11,11,TRUE,TRUE,"Hell's Kitchen",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",155,2,0,1,1125,TRUE,165,95,10,"strict_14_with_grace_period",3.84,10036,65877818,"5107th8th ave9th ave 5 min walk to times square! located in center of hells kitchen neighborhood where you find all different restaurants from all over the world.  port authority bus stop is in few blocks where the shuttle arrives from airports.  your own bathroom in the room.  kitchen is shared.  5 min walk to times square! located in center of hells kitchen neighborhood where you find all different restaurants from all over the world.   2424  24hr secured entrance to our building,   24hr secured lock each rooms upon booking you accept   non smoking policy  no pet policy  no party in roombuilding policy  250 charge for breaking these rules ! share kitchen is located on 2nd floor.  refrigerator ,  kitchen utensils and coffee maker are available.   sushi seki 3url hidd,tv,wifi, air conditioning ,kitchen,heating, familykid friendly , smoke detector , carbon monoxide detector , first aid kit , safety card ,essentials,shampoo, lock on bedroom door , 24hour checkin ,hangers, hair dryer , translation missing en.hostingamenity50 , self checkin ,keypad, hot water , luggage dropoff allowed , long term stays allowed .",169,0.210603734784722,0.116183476037948,"doc47",11,17,6,5,1,11,0,86,7,0,5,0,35,2,0,21,1
"Bronx",14347218,FALSE,2017-05-20,1,TRUE,FALSE,"Tremont",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",60,1,0,1,2,TRUE,1,80,10,"flexible",0.07,10453,15549988,"close to both d and 4 train line express and local line,  only 4 stops to yankee stadium,  30 mint.  from manhattan, plenty  options of  private  transportation,  local restaurants,   fresh market,  ride aid pharmacy,  banks and bank atms,  safe and homy.,familykid friendly .",40,0.345464288159919,0.224877290812756,"doc48",7,3,1,1,5,0,0,18,3,1,0,1,12,0,0,3,0
"New York",12928653,FALSE,2016-10-21,3,TRUE,FALSE,"Lower East Side",TRUE,"Apartment","Private room",3,1,1,1,"Real Bed",97,2,10,1,1124,TRUE,98,85,9,"strict_14_with_grace_period",4.18,10002,65877818,"cute room in lower east side,  close to subway,  bars,  restaurant,  sightseeing.  fits 3 people,  if you dont mind to squeeze in.  you will be sharing common areas with another room i list on airbnb.,internet,wifi, air conditioning ,kitchen,heating, familykid friendly ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , translation missing en.hostingamenity50 .",55,0.11464525295989,0.0915714020870104,"doc49",8,5,0,4,0,1,0,26,2,2,4,0,21,1,0,4,0
"New York",19500626,FALSE,2017-12-19,16,TRUE,FALSE,"Gramercy Park",TRUE,"Boutique hotel","Private room",1,4,1,1,"Real Bed",69,1,0,30,90,TRUE,1,100,10,"moderate",0.2,10003,65877818,"welcome to hotel 17 extended stay hotel.  with its oldworld charm marked by european style,  hotel 17 extended stay places you in the center of convenience.  come stay with us and explore nyc.  located amidst the bustle of skateboarders and students,  hotel 17 extended stay converges the hip with the academic,  medical and business centers of downtown 17th street area.  we are steps away from the east village and nyu.,tv,wifi, air conditioning , paid parking off premises ,elevator, free street parking ,heating, familykid friendly , smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , self checkin , building staff , private entrance , hot water .",113,0.139533551047009,0.182789582265653,"doc50",13,10,2,2,4,5,0,58,3,1,5,0,29,1,1,11,1
"New York",13119045,FALSE,2016-11-04,1,TRUE,FALSE,"Soho",TRUE,"Apartment","Private room",1,1,1,1,"Real Bed",70,1,20,20,1125,TRUE,22,92,9,"strict_14_with_grace_period",1.02,10012,65877818,"this cute room has everything you need.  a comfy bed and nice working space,  closet to hang clothes.   this apartment of three bedrooms is going to give you a unique experience of new york city.  located in the heart of soho,  one of the most beautiful,  artistic and fashionable areas of manhattan downtown.  a lovely apartment with three bedrooms with individual style and character so everyone can find oneself.  all rooms are pretty spacious and equipped with comfortable beds,  nice desks that create a working space or just room for belongings.  there are two closets,  a dresser,  two shelfs in the apartment.  ideal for a groups! from here you can reach various other amazing areas west village,  tribeca,  nolita are just a few examples.  staying in soho cannot be better.  you have everything your heart desire just in walking distance.  delicious restaurants,  trendy bars,  pretty cafes,  fancy boutiques and shops.  this is the place to be! enjoy your stay and make it unforgettable!!! you can reach all des,wifi, air conditioning ,kitchen,elevator,heating,washer,dryer, smoke detector , carbon monoxide detector , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , translation missing en.hostingamenity49 , self checkin ,lockbox, hot water , bed linens , extra pillows and blankets ,microwave, coffee maker ,refrigerator, dishes and silverware , cooking basics ,oven,stove, long term stays allowed .",226,0.280528841439344,0.2954257376304,"doc51",27,15,9,9,9,15,0,93,6,4,16,0,57,1,0,23,0
"New York",6258821,FALSE,2015-08-18,1,TRUE,TRUE,"Upper West Side",TRUE,"Apartment","Private room",2,1,1,2,"Real Bed",99,1,20,2,14,TRUE,48,97,10,"moderate",1.19,10025,65877818,"we have one small and cozy room available for rent in our apartment,  right next to central park at 108th street and 1 block from the bc subway line.  we are also a short walk away from the 1,  2,  and 3 lines.  please note,  the room is small as shown in the photos.  we have one private room for rent,  outfitted with a twinsized bunk bed.  the room is small and cozy and has its own personal ac unit and a large window.  the living spaces and bathroom will be shared with your hosts.  guests are welcome to prepare meals in our kitchen,  dine at our table,  and relax in our living room.  checkin after 7 pm on weekdays or after 3 pm on weekends.  our apartment is on a quiet block just steps away from the 108th street entrance to central park.  the area is full of good restaurants and bars wed be happy to recommend a few,  just ask!.  many families and students live in the area,  as columbia is within walking distance.  there are also several historic cathedrals in the area,  giving the neighborhood a rom,tv, cable tv ,internet,wifi, air conditioning ,kitchen, buzzerwireless intercom ,heating, smoke detector , carbon monoxide detector ,essentials,shampoo,hangers, hair dryer , translation missing en.hostingamenity49 , translation missing en.hostingamenity50 , hot water ,microwave,refrigerator, dishes and silverware ,oven,stove.",222,0.166917140837096,0.118928160711216,"doc52",30,24,8,10,12,17,1,84,10,2,11,0,44,2,0,17,0
"New York",28779105,FALSE,2017-07-19,1,TRUE,FALSE,"Harlem",TRUE,"Apartment","Private room",1,1.5,1,1,"Real Bed",50,1,0,1,14,TRUE,17,93,10,"flexible",1.77,10029,65877818,"females only.  i am an mph student currently living in a four bedroom apartment with 3 roommates who are other graduate students.  one of my roommates is travelling for vacation.  her room comes fully furnished.  the apartment is less than a 10 minute walk from the 6 and the 23 trains.  it is less than a 5 minute walk to central park.  we are looking for a female roommate who is a nonsmoker,  clean,  and respectful.  please feel free to contact me if you have any questions.  females only,wifi, air conditioning ,kitchen,elevator,heating,washer,dryer, smoke detector , carbon monoxide detector ,hangers, laptop friendly workspace .",101,0.22530159603688,0.26434839543815,"doc53",11,9,4,7,2,10,1,36,7,1,10,0,22,1,0,7,0
"New York",2603359,FALSE,2014-01-29,2,TRUE,TRUE,"East Harlem",TRUE,"Apartment","Entire home/apt",7,1,3,3,"Real Bed",240,2,20,4,30,TRUE,202,93,9,"strict_14_with_grace_period",3.58,10029,65877818,"this top floor apartment in our brownstone is one block from the subway and three blocks from central park.   the lightfilled living room and newly renovated kitchen overlook our garden.  please notethere is no elevator,  three flight walk up.  with a 1, 000 sq.  feet 93 sq.  meters,  this apartment has plenty of space for everyone.    you will have the whole floor to yourself on this quiet block.  note this is a fourth floor of a walkup building.  no elevator the apartment can comfortably sleep 6 people.  for parents with babies,  we offer a graco packn play.   we also have a stroller for your convenience.  you have full access to the apartment.    guests may not access the roof andor the fire escape for any reason except in an emergency.  you will have 6 keys available for your use.   when you have completed your stay,  5 keys must be left in the apartment.  one should be brought to the ground floor and dropped in the black mailbox under the sign that says kai and jane  the cost fo,tv, cable tv ,internet,wifi, air conditioning ,kitchen,heating, familykid friendly , smoke detector , carbon monoxide detector , first aid kit , safety card , fire extinguisher ,essentials,shampoo, 24hour checkin ,hangers, hair dryer ,iron, laptop friendly workspace , private entrance ,bathtub, baby bath , high chair , childrens books and toys , pack n playtravel crib , childrens dinnerware , luggage dropoff allowed , cleaning before checkout , wide hallway clearance , wide doorway .",233,0.218642668631725,0.0202658937293629,"doc54",18,23,5,11,6,24,1,103,10,1,17,0,49,0,1,20,0
"New York",2517320,FALSE,2013-08-29,2,TRUE,TRUE,"Midtown",TRUE,"Apartment","Entire home/apt",4,2,1,2,"Real Bed",409,1,0,1,1125,TRUE,3,100,9,"strict_14_with_grace_period",0.06,10019,65877818,"centrally located near theaters,  carnegie hall and central park ,  this  full service  white gloves residence sleeps 4 and offers comfort and fine amenities.  here are a few super comfy king size  bed,  kitchenette,  marble baths with plush robes.  amenities  wifi,  flatscreen tv,  cable tv  kitchenette with fridge,  microwave,  dishwasher.   coffee and tea making appliances.   iron with board.   laundry pick up and drop off available upon request.   blowdryer.   shampoo  soaps.    maid service included  this is a 1 bedroom 2 baths apartment that sleeps four comfortably.  it is located in a boutique residence.  the photos are representational of the type of accommodations you will find,  though the layout could be different.  the whole apartment,  fully appointed guest offices,  a bar and a breakfast room,  a well informed concierge that can make show and restaurants reservations.  as much and as little as guest requires.  available via text message all day.  located near rockefeller center,  broa,tv, cable tv ,internet,wifi, air conditioning , wheelchair accessible ,kitchen,doorman,gym,elevator,heating, familykid friendly , smoke detector , carbon monoxide detector ,essentials,shampoo.",172,0.170325118595732,0.243197950528515,"doc55",22,15,8,9,8,12,0,77,4,0,6,0,43,1,0,13,0
"New York",29023481,FALSE,2018-12-10,1,TRUE,FALSE,"East Harlem",FALSE,"Apartment","Entire home/apt",7,1.5,3,3,"Real Bed",450,4,29,1,1125,TRUE,1,100,10,"strict_14_with_grace_period",1,10029,65877818,"explore all the culture and excitement nyc has to offer from my perfect 3 bedroom,  1. 5 bathroom apartment! newly renovated in 2018,  this apartment is designed with travelers in mind.  great light in all rooms and comfortable luxury foam mattresses.  location is just a block from a major subway line.  blazing fast wifi and cable,  netflix and tons of streaming entertainment options! designed for guests,  the apartment is ready for your family,  colleagues or friends looking to see all new york city has to offer.  the living space brand new modern furniture with tasteful art and decoration flat screen led smart tv with with cable channels,  multiple streaming apps logged in and more streaming options for personal accounts.  blazing fast 200 mbs wifi heating and air conditioning iron and ironing board couch can also double as a single bed for larger groups two locked front doors on the building,  two locks on the apartment door the kitchen state of the art stainless steel appliances  fu,tv, cable tv ,wifi, air conditioning ,kitchen, paid parking off premises , free street parking ,heating, smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace ,bathtub, pack n playtravel crib , roomdarkening shades , bed linens , extra pillows and blankets ,microwave, coffee maker ,refrigerator,dishwasher, dishes and silverware , cooking basics ,oven,stove, long term stays allowed .",224,0.26955566278449,0.422172825189085,"doc56",27,19,6,4,12,14,0,110,7,3,3,0,48,1,0,22,0
"New York",33896903,FALSE,2011-01-03,2,TRUE,TRUE,"Manhattan",TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",148,1,0,3,30,TRUE,9,100,10,"strict_14_with_grace_period",0.19,10009,65877818,"surrounded by trees and filled with charm and love.   located in the vibrant artistic and bohemian east village.  a cozy railroad with windows in every room.  on back of building,  trees all around,  so its mostly quiet and it has a lovely cross breeze.  the building is very old school nyc,  like something from a scorsese movie.   the apartment is filled with love,  art,  good vibes and little treasures from family,  friends and our travels.  it is very clean and tidy.   from the photos you can see that the bedroom is in the room between the kitchen and the living room,  so it does not have an actual door.   the neighborhood is the laid back artistic and bohemian east village,  with its community gardens,  lovely restaurants,  bars and cafes from many different cultures.  tompkins square park is a 4 minute walk one way and to the other direction is the east river park.  please note that the nearest subway station is about a 12 minute walk.   full size mattress   fresh sheets and towels provided   inte,internet,wifi,kitchen, smoking allowed , pets allowed , buzzerwireless intercom ,heating,essentials,shampoo,hangers, laptop friendly workspace , host greets you .",192,0.315130672460917,0.411695999596048,"doc57",27,18,7,11,12,20,1,70,3,1,9,0,34,2,0,13,0
"Bronx",18755832,TRUE,2017-06-05,1,TRUE,TRUE,"Tremont",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",80,1,20,2,90,TRUE,15,99,10,"moderate",1.38,10457,15549988,"enjoy this massive,  modern,  newly renovated,  fully furnished,  private master bedroom with two huge closets and a private bathroom just one block from the train  a quick 30 minutes to both the east  west sides of midtown manhattan.  great for singles,  couples,  medical residents,  tourists,  students,   interns.  doctors  nurses  the apt.  is less that 1 mile from the bronxlebanon and st.  barnabas hospitals,  2. 8 miles from the montefiore hospital,  and 2. 2 miles from the lincoln medical center.  you are just one block from the tremont train station on the d line.,tv,wifi, air conditioning ,kitchen, paid parking off premises ,elevator, free street parking ,heating,washer,dryer, smoke detector , carbon monoxide detector , first aid kit , safety card , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , self checkin ,lockbox, private living room , hot water , bed linens , extra pillows and blankets ,microwave, coffee maker ,refrigerator,dishwasher, dishes and silverware , cooking basics ,oven,stove, luggage dropoff allowed , long term stays allowed .",161,0.262365310937491,0.211263489631991,"doc58",21,12,5,2,6,10,0,90,9,1,2,0,56,1,0,8,0
"New York",21932038,FALSE,2012-09-08,1,TRUE,TRUE,"Midtown",FALSE,"Apartment","Private room",2,1,1,1,"Real Bed",100,1,0,1,1125,TRUE,3,90,10,"strict_14_with_grace_period",0.55,10019,65877818,"fabulous room in the heart of ny!  the building is located 2 mins walk from central park,  5 mins walk from time square,  5 mins from moma and included a gym,  roofdeck,  laundry,  doorman,  pool table. . . .   i am living with two other roomates,  really friendly and openminded.   in the room tv,  homepod,  desk and a very nice view of midtown! feel free to ask additionnal information if needed.  chambre dans le cur de ny.  situe a 2 mins de central parc,  5 mins de time square,  5 mins du moma et inclus gym,  rooftop,  laverie,  rceptionnistes,  billard. . . .  je vis avec 2 autres collocs,  super sympa et ouverts.,tv,wifi, air conditioning ,kitchen,doorman,gym,elevator, buzzerwireless intercom ,heating,washer,dryer, smoke detector , carbon monoxide detector ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , hot water , bed linens , extra pillows and blankets , pocket wifi ,microwave,refrigerator,dishwasher, dishes and silverware , cooking basics ,oven,stove, garden or backyard .",154,0.185329115472744,0.14528438318903,"doc59",16,10,3,2,6,6,0,88,8,1,2,0,61,1,0,10,8
"New York",12890699,FALSE,2017-01-10,1,TRUE,TRUE,"Upper West Side",TRUE,"Apartment","Private room",1,1,1,2,"Real Bed",53,1,15,1,4,TRUE,39,94,10,"moderate",1.76,10025,65877818,"my place is literally across the street from the 96th street subway station,  serving the red 123 linesgoes as far north as the bronx,  and southbound into brooklyn.  its also a threeavenue walk from central park.  neighborhood is relatively quiet and safe,  and a short subway ride from anywhere else in nyc.  neighborhood is called the upper west side.  walkable from columbia u.  campus.  abundant in restaurants,  quiet cafes,  shopping etc.  my place is bestsuited for couples and solo adventurers.  my space sits right on broadway,  which is the main throughstreet that runs across manhattan.  its a one flight walk up the stairs,  and sits on top of manhattan diner on street level.  as is viewable in the photos,  one enters the apartment into a spacious common area,  which then proceeds into the kitchen and then the bedroom at the far end.  the guests will be staying in the designated bedroom,  with a closable door that should provide adequate privacy.  of course,  they may hang out in the rest of th,tv, cable tv ,wifi, air conditioning ,kitchen, buzzerwireless intercom ,heating, smoke detector , carbon monoxide detector ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, translation missing en.hostingamenity50 .",199,0.166722211349961,0.185021004899273,"doc60",23,26,14,12,6,20,0,76,4,0,10,1,38,0,0,10,1
"New York",24728520,FALSE,2013-08-02,1,TRUE,TRUE,"Midtown East",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",100,1,0,2,1125,TRUE,3,100,10,"moderate",2.25,10022,65877818," private bedroom in a beautiful and modern condominium in new york city,  manhattan midtown,  newly refurbished.   the building is located in the heart of new york city in a prime location close to all major subways 4,  5,  6,  m,  and e lines that will get you anywhere in manhattan in minutes,  and at walking distance from grand central and central park.  more information  the bedroom features a comfortable queen size bed.  the appartment has been entirely renovated and features a big open kitchen fully equiped,  2 full bathrooms so that you will never have to wait,  as well as a big clear living room.  the appartment also features a dishwasher,  a washing machine and a dryer.  full access to living room,  kitchen,  bathroom,tv,wifi, air conditioning ,kitchen,heating,washer,dryer, smoke detector ,essentials, lock on bedroom door ,hangers, hair dryer ,iron, private living room .",142,0.238710467018706,0.274275053343643,"doc61",21,12,9,5,6,14,0,57,4,1,3,0,32,3,0,11,0
"New York",15258052,FALSE,2011-11-20,2,TRUE,TRUE,"West Village",FALSE,"Apartment","Private room",2,1,0,1,"Real Bed",115,1,25,1,1125,TRUE,3,100,10,"flexible",0.17,10014,65877818,"charming alcove studio in the west village.  washerdryerdishwasher in apt.  perfect for couples.  steps to the highline,  the whitney,  magnolia bakery,  and everything the west village has to offer.  one flight up.  also,  communal courtyard garden in the back of the building.,wifi, air conditioning ,kitchen, indoor fireplace , buzzerwireless intercom ,heating,washer,dryer,essentials,shampoo,hangers, laptop friendly workspace .",59,0.179653560652007,0.232418298249425,"doc62",7,6,2,0,1,6,0,30,1,1,1,0,22,0,0,4,0
"New York",18496234,FALSE,2017-12-19,16,TRUE,FALSE,"Gramercy Park",TRUE,"Boutique hotel","Private room",1,4,1,1,"Real Bed",67,1,0,30,90,TRUE,2,90,9,"moderate",0.21,10003,65877818,"hotel 17 extended stay with much  cheaper and relax stay ,  just pay for 30 days stay at the cost of used to be 10 days before april 2017.  we have good excited programs.  with lots of great features reasonable price,  clean comfortable rooms,  ,  helpful front desk employees. . . . . . plus it is located in a very safe and convenient area in down manhattan with easy and fast access to all major attractions in the city.,tv,wifi, air conditioning , paid parking off premises ,elevator, free street parking ,heating, familykid friendly , smoke detector , carbon monoxide detector , fire extinguisher ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , self checkin , building staff , hot water .",106,0.375697588160743,0.497544927565629,"doc63",20,13,3,2,4,4,0,49,4,1,2,0,33,0,0,7,0
"Queens",4772217,TRUE,2014-11-10,4,TRUE,TRUE,"East Elmhurst",TRUE,"House","Private room",2,1,1,1,"Real Bed",75,2,0,1,1125,TRUE,422,95,9,"strict_14_with_grace_period",9.41,11369,25466516,"30 to 60 minutes to manhattan depending on where you are going! spacious large bed,  always fresh and clean full kitchen,  free coffee and tea easy combination locks to enter! high speed internet 5 star rating no fees you will love your stay!! no security deposit no cleaning fees no extra charges great location 30 to 60 minutes to manhattan depending on where youre going! blocks away from lga airport walking distance,  short bus or taxi ride to jfk airport,  short public transportation ride to nyc.  car rental and free street parking near excellent reviews! about the space you will have your own private key to your room as well as to the front door.   the room,  kitchen,  and restroom are always kept clean and organized.  guests have unlimited access to cook and use the facilities,  as well as high speed internet  airports and city are conveniently accessed by a short car or public transportation ride.  the space provides high speed wifi,   refrigerator,  free coffee,  free tea,  microwave,  f,internet,wifi, air conditioning ,kitchen,heating, smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , translation missing en.hostingamenity49 , translation missing en.hostingamenity50 , self checkin ,keypad.",204,0.355545367872815,0.192005760003886,"doc64",31,11,10,6,9,10,0,89,7,6,8,0,40,2,0,20,0
"New York",31220500,FALSE,2014-07-30,1,TRUE,TRUE,"Midtown",TRUE,"Apartment","Entire home/apt",3,2,2,2,"Real Bed",200,1,0,1,20,TRUE,4,95,10,"moderate",4,10016,65877818,"this is a beautiful two bedroom duplex with a lot of natural sunlight,  two different patio areas,  a fireplace,  and two spacious rooms.  there are views of the empire state building and the chrysler building from the patios and bedrooms .  is in walking distance from two train stations and the empire state building,  koreatown ,  and times square .  all spaces ,  entire apartment balcony and patio are included i am available via text ,  and my assistant is also available close to empire state building ,  chrysler building ,  times square ,  koreatown on foot ,  6 train is nearby ,  or ubercitibike there are lights on the patio that you can dim,tv,wifi, air conditioning ,kitchen, smoking allowed , pets allowed ,elevator, indoor fireplace ,heating,washer,dryer, smoke detector ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , self checkin ,lockbox, private entrance , welllit path to entrance , wide doorway , wide clearance to bed , accessibleheight bed , stepfree access , bathtub with bath chair , accessibleheight toilet , wide clearance to shower, toilet , fixed grab bars for shower , fixed grab bars for toilet , shower chair .",172,0.156055484109808,0.184571222428011,"doc65",15,15,3,7,8,9,0,90,5,1,7,0,49,1,0,12,0
"New York",36604431,FALSE,2019-07-27,0,TRUE,FALSE,"Little Italy",TRUE,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",130,1,0,1,20,TRUE,1,100,10,"strict_14_with_grace_period",1,10013,65877818,"beautiful and ultra sunny studio in the center of lower manhattan ! the place is located in between little italy,  chinatown and lower east side.   it is ideal for people visiting the city who want to experience downtown of manhattan and stay at a clean and quiet place afterwards.  the apartment is located on the 4th floor 3 flights up of a nice renovated building.  walking distance 2 mins to most subway stations  6,  n,  q,  r,  w,  j,  z,  b,  d.  there is no better place to stay ! the apartment faces the back of the building and it is very quiet.  it features super comfortable queen size bed,  quiet ac unit with a remote control,  fully equipped kitchen,  plenty of closet space,  desk and a comfy chair.  i am available to respond to your questions anytime.  best restaurants and bars around fat radish,  kikis,  dimes,  bacaro,  gelsogrand,  margarita,  cha cha matcha,  jajaja,  bassanova ramen,  clandestino bar,  69 bar,  upstairs bar and many more.,wifi, air conditioning ,kitchen, pets allowed ,heating, smoke detector , carbon monoxide detector ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , private entrance .",182,0.260945673480677,0.199221870118934,"doc66",27,16,6,5,8,13,1,78,4,3,8,2,48,0,0,14,1
"New York",14006850,FALSE,2012-07-07,123,TRUE,TRUE,"Midtown East",TRUE,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",235,1,0,30,1125,TRUE,2,70,7,"super_strict_60",0.14,10017,65877818,"nestled in the heart of midtown manhattan.  grand central station is only two blocks away,  providing unequaled access across the city and beyond.  midtown east is a vibrant neighborhood with myriad restaurants and bars,  grocery stores,  delis,  pharmacies and more.  both times square and central park are a short fifteen minute walk from the building.  other nearby attractions include the united nations and the east river.  nestled in the heart of midtown manhattan.  grand central station is only two blocks away,  providing unequaled access across the city and beyond.  midtown east is a vibrant neighborhood with myriad restaurants and bars,  grocery stores,  delis,  pharmacies and more.  both times square and central park are a short fifteen minute walk from the building.  other nearby attractions include the united nations and the east river.  if you are looking for a large apartment with lots of closets youve come to the right place! at this midtown east new york furnished apartment rental you can l,tv, cable tv ,internet,wifi, air conditioning ,kitchen, pets allowed ,doorman,gym,elevator, indoor fireplace , buzzerwireless intercom ,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector , fire extinguisher ,essentials, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , private entrance , high chair ,crib, hot water , bed linens , extra pillows and blankets ,microwave, coffee maker ,refrigerator, dishes and silverware , cooking basics , luggage dropoff allowed , long term stays allowed ,other.",233,0.200412458462557,0.223699524332616,"doc67",40,16,7,9,12,19,0,109,4,0,2,0,59,1,0,14,0
"Bronx",8725887,FALSE,2016-02-26,1,TRUE,TRUE,"Spuyten Duyvil",TRUE,"Apartment","Entire home/apt",5,1,2,2,"Real Bed",79,1,0,186,1125,TRUE,7,87,9,"strict_14_with_grace_period",0.21,10463,15549988,"one block away to express bus into manhattan,  minutes away to metro north rail.  quite peaceful park with benches situated right outside the door steps.  6mo rental min queen size bed in master and full size loft bed in second bedroom.  also have an air mattress for additional guests.  the entire apt is yours for your stay  i am available by phone or text most anytime.  two short blocks you can hop on the following buses bxm1,  bxm2,  bxm18,  bx10  bx20.   this link shows you what bus stops just two blocks away.   url hidden the 1 train is just two stops away or a short walking distance.  looking for at least 6 month rentals,  please only inquire if this fits your needs.  thank you and sorry for this inconvenience.,tv,internet,wifi, air conditioning ,kitchen, free parking on premises ,elevator, buzzerwireless intercom ,heating, familykid friendly , smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo,hangers.",156,0.311065743495896,0.0476070075073698,"doc68",15,12,16,3,4,8,1,62,9,2,9,0,32,1,0,15,2
"New York",18974311,FALSE,2011-01-15,1,TRUE,FALSE,"Lower East Side",TRUE,"Apartment","Entire home/apt",5,2,1,3,"Real Bed",225,3,30,2,1125,TRUE,16,95,10,"strict_14_with_grace_period",1.56,10002,65877818,"a spacious,  newly renovated quintessential new york apartment on tree lined streets.  central downtown 5star location blocks from major subway lines.  a spacious backyard,  and great space live well while being just a walk from nycs best nights and features! instant book is on! if the calendar shows dates youre interested in as available,  you can book! thanks for considering get ready for new york city! come stay with us at our recently remodeled,  private 2bedroom apartment.  sleeps 5,  a large living room and bedroom allows maximum comfort on a quiet street.  features living room  brand new,  modern furniture,  including a lounge sleeper sofa  highspeed wifi internet access,  so that you can stay connected while you are on vacation!  kitchen  kitchen comes stocked with everything you will need to cook including silverware,  dishes and cookware!  french press coffee maker and walking distance to the essex street market where you can buy fresh coffee beans form around the world!  bedr,wifi, air conditioning ,kitchen, paid parking off premises , smoking allowed , pets allowed ,breakfast, indoor fireplace ,heating, familykid friendly , smoke detector , carbon monoxide detector , first aid kit , safety card , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , self checkin ,lockbox.",204,0.232902896410524,0.322634540597592,"doc69",27,14,8,7,5,9,0,88,3,1,11,0,45,6,0,28,0
"Bronx",22976030,FALSE,2018-09-07,1,TRUE,FALSE,"Tremont",FALSE,"Apartment","Shared room",2,1,1,1,"Real Bed",70,1,0,1,1125,TRUE,2,20,2,"flexible",0.54,10453,15549988,"very spacious living room with divider where you will occupy there is no private room kitchen bathroom and friendly kitten  free events in bronx n. y.  ,  many latin restaurants nearby,  great food  4 train,  d train,  1232 buses bronxbound kitchen,  bathroom 4 train,  d  and b trains ,  1232 bronx bound buses,wifi, air conditioning ,kitchen, smoking allowed , smoke detector , carbon monoxide detector , first aid kit ,essentials,shampoo,hangers, hot water , host greets you .",69,0.136413714894063,0.39383127499702,"doc70",11,2,4,2,2,1,0,36,4,1,3,1,22,0,0,6,0
"New York",30024025,FALSE,2018-04-30,1,TRUE,FALSE,"Hamilton Heights",TRUE,"Apartment","Private room",1,1,1,1,"Real Bed",85,1,0,4,7,TRUE,3,87,9,"flexible",0.25,10031,65877818,"santorini all white inspired room guests have access to the bathroom or kitchen for light use like making coffee or using the refrigerator any questions im always available to help you! im very down to earth very friendly and i love socializing and get to know other people riverside drive by hudson river! nice park with a beautiful view of nj! very safe very peaceful! 1 block over is broadway ave where all majors trains and busses are available 247 greats bars great restaurants great coffee shops too! nice restaurants nice coffee shops very safe area and easy to get to places all major trains and busses available any time,wifi, air conditioning ,heating, smoke detector , carbon monoxide detector , first aid kit , safety card ,shampoo, lock on bedroom door ,iron.",128,0.628697321947968,0.821454566954359,"doc71",19,8,13,3,7,8,0,50,2,3,3,2,16,2,0,11,0
